,text
335084, breaking  reports that russian strategic bombers have gone airborne  it is possible they may be going to target  kyiv    ukraine  russia
335884,nigerian soldiers hid behind walls  as armed robbers hit uromi  watching in horror as citizens lost their lives  never mind the massive looting   no  nigerian army won t be participating in world war      wwiii  ww   worldwariii 
336112,many of melbourne s iconic landmarks turned blue and yellow overnight as the city showed its solidarity with ukraine   flinders st station  the arts centre spire and the mcg were among the buildings bathed in the ukrainian flag s colours through the night   ukraine  ukrainecrisis 
336168, glad you guys  amp  gal are safe  i still have the concert ticket as a memento of the last concert i went to before covid lockdowns hit here in australia  we all are thinking of you guys  amp  the people of  ukraine 
336464,europeans   we cannot allow  russia to own europe s energy grid   elites   nah  it ll be fine    australians   we cannot allow  china to own australia s energy grid   elites   nah  it ll be fine  
336546,  red paint thrown at the gates of the russian embassy in dublin   russia  ukraine    
336731,reminder that  russia s invasion of  ukraine isn t just about two countries  or even the future of europe    it s  democracy vs   autocracy  and if the west fails to throw down the gauntlet  unfortunately fair to assume that taiwan may be next  dictators are watching closely  
336902, ukraine s armed forces destroyed   russian tanks    armored combat vehicles    aircraft    helicopters on the first day of fighting  statement
337014, i m getting a little tired of the  this changes everything  lines being spun  especially by those paid to write opinion pieces  for those deemed  unworthy  nothing ever changes for the better    i m hoping for the best for  ukraine but fuck the rest of their  friends  
337075,anti war protest in downtown moscow despite police crackdown  at least     people have been detained   russia  ukraine  moscow  russiaukraineconflict  protest  antiwar  antiwarprotest 
337554,if you re anti   war you must be pro   refugee  remember that   ukraine
337750,no one will benefit from war  neither side  there is no winner     power  gain in territory  economic downfall  sanctions etc etc will never compensate for loss of life  anguish  trauma and oppression innocent civilians  amp  soldiers  ukraine
337906,in tbilisi tonight  ukraine 
337933,people protest the invasion of ukraine by russia at the corner of ventura and laurel canyon and studio city   ukraine  russia  putin  studiocity  war 
338022, i wish my country was also a member of nato    this is a sentence wish that the people of  ukraine have repeatedly thought about today and in the coming days   pray for this wish   
338171,four ukrainian airforce planes leaving from lviv   turning on transponders midflight   ukraine 
338194,heartbreaking images from ukraine   putin stop war    putin  wwiii    worldwar   russiaukraineconflict  nato   ucrania   stopwarrussia 
338400, russia will take over  ukraine quickly  amp  brutally  reaffirm it has been part of russia for centuries  amp  get away with it as  biden is powerless to stop  putin  this gives  china a perfect excuse to legitimately occupy  taiwan for exactly same historical reason  thugs win again 
338566,these are the emergency supplies unicef has on the ground in  ukraine     we ve also got enough children s winter clothes  health supplies  recreational kits  early childhood development kits  amp  water and sanitation supplies for     people on the way to kyiv in the coming days  
338567, russian  invasion of  ukraine     kremlin targeted control centres  amp   airbases to win air superiority   russia planning  pincer movement to encircle  kyiv  amp  envelop ukraine  advancing from  belarus in north   donetsk in east  amp   crimea in south    
338609, china s silence on  ukraine speaks volumes  they re just now waiting patiently for their turn  if no one stops  russia  no one will stop  china  
338731,look  downtown dallas lit up for  ukraine tonight    the omni hotel and bank of america building both representing the country s colors       
338829, russia will take over  ukraine quickly  amp  brutally  reaffirm it has been part of russia for centuries  amp  get away with it as  biden is powerless to stop  putin  this gives  china a perfect excuse to legitimately occupy  taiwan for exactly same historical reason  thugs win again 
338891,new  ukraine conflict update   russian forces encountered setbacks but remain likely to defeat ukrainian regular military forces in the coming days or weeks if  putin is willing to pay the cost in blood and treasure   
339323,emphasized in my  euco doorstep       ukraine s plight is europe s plight        eu united   russia will pay a very heavy economic  amp  political price       international community stands in solidarity and must support     militarily  financially  politically  
339337,in the eastern  ukrainian town of  chuguiv  a son wept over the body of his father among the wreckage of a missile strike in a residential district   i told him to leave   the man sobbed repeatedly  next to the twisted ruins of a car   putinisawarcriminal  russiaukraine 
339367,why facebook has enabled  lock profile  tool in ukraine    ukraine  ukrainian  ukraina  ukrainewar  ukraineunderattack  ukrainecrisis  ukraineconflict  russiaukraineconflict  russia  russianinvasion  russiaukraine  russiaukrainecrisis  russianarmy  infosec  tech 
339910,  well  they are offline here in  russia  
340195,  us secretary of state  antony  blinken spoke with  india s foreign minister  subrahmanyam jaishankar  on thursday and urged a  strong collective response  to condemn  russia s invasion of  ukraine  the  us state department said    
340224,the russian invasion of ukraine explained by   news first s hugh riminton   studio   hughriminton  ukraine  russia  invasion  explainer   
340289, russia has  eliminated   ukraine s air defenses and is looking to mass overwhelming forces around the capital kyiv  a senior western intelligence officer says   
340540,lobbying against pulling  russia from swift doesn t just leave the door wide open for  putin to continue his flagrant crimes  it sends  s to  moscow    money that will cover the costs of killing in  ukraine   that s called complicity     germany  italy  cyprus  hungary et  al 
341219,a lesson for every journalist around the world  if you treat people with such disrespect asking  bothsidesing questions expect to be met with   you can t be serious it s lunacy   the  ukraine ambassador to the  un slaps down a question giving credence to  russian propaganda  
341784,with ongoing conflicts in ukraine following russian forces entering the country  here is a comprehensive report on the effect on the sporting world    sportsbiz  sportsbusiness  russia  russiaukraine  championsleague 
341957,if you are a ukrainian artist   share your profiles  twi  insta  tiktok  or commissions info in this post     lets support each other    ukrart  ukraine  ukrainianart 
341991,the insanity that trump unleashed   ukraine 
342053, breaking loud explosions in kyiv  something got hit in kyiv    russiaukraineconflict  russiaukrainecrisis   ukraine  russia 
342098,must watch   ukraine  ukraineinvasion 
342135, world must stop glorifying  dictator  tyrant like  stalin  bonaparte   vladimirputin seeks a place history over the corpse of  ukraine  isn t this enough for the  world to act 
343562,from  the government of  ukraine is asking for volunteers from the country s hacker underground to help protect critical infrastructure and conduct cyber spying missions against russian troops  according two people involved in the project  
343899,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
344154,how are we back at war  did the cold war end with the dissolution of the soviet union or will the last few decades be seen as a mere detente to west v russia   ukraine
344428,breaking  large explosion  near kyiv  can t believe what s happening   ukraine  worldwariii 
344674,a good follow for real time updates     ukraine   
344865, ukraine     meanwhile this is  kharkiv above ground  a massive barrage of rockets is hitting is city this evening  
344872,i can t                             ukraine
344944,the russian invasion of ukraine explained by   news first s hugh riminton   studio   hughriminton  ukraine  russia  invasion  explainer   
345624,in  vilnius   lithuania  thousands joined a protest outside  russia s embassy to demonstrate against putin s invasion of  ukraine  
345965, this whole  strong scott  was called a few months back by  ronnisalt   it s been ramped up and rammed down our throats today on all platforms  the  lnpcorruptionparty are desperate to be re elected and it s shameful they re using the invasion of  ukraine in this way 
346096,another video  ukraine  two big explosions heard in ukrainian capital  kyiv early friday morning    russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
346102,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
346138,yall better stop making jokes about ww  bc nothing is funny abt it  wwiii  ukraine  russia 
346202,something was intercepted over kyiv   ukraine  
346219,imagine if  china invaded  australia   hunted down and imprisoned or killed our elected government and installed   and  in charge of a puppet government    isn t this the same type aim of  putin in the  ukraine     auspol  kenny  credlin  
346260,one of the most powerful front pages i ve seen in a long time  ukraine 
346361,ukrainian soldier singing about going to war   loosely translated as   don t cry for me when i die in a battle       ukraine   ukrainewar  ukrainecrisis  russianinvasion  russiaukraineconflict  ukraineconflict  nato  usa  stopwar 
346370,the right to live without the roar of imperialist shells in ukraine  the cpa  m l  has released a statement on the developing crisis in ukraine     ukrainerussia  ukraineinvasion  imperialism  war  nato  usa  auspol
346426,  bit studios team statement   fuckthewar  ukraine    
346521,the eu is voting tonight on getting  russia out of  swift to support  ukraine   germany and italy are holding against  german and italian friends  make your voice heard  enough        
346537,if russia    didn t have a nuclear deterrent  would you support a nato intervention in ukraine       ukraine   russiainvadesukraine  ukrainerussia   europe  eu  ukrainerussie
346691,ukraine    war russia is a make fire  russia  ukraine  ukrainerussia  biden  wwiii  conflictorusiaucrania 
346854,public buildings across melbourne will be lit up blue and yellow tonight in support for  ukraine    announces 
346856,we are  anonymous   we have taken down the kremlin website in support of  oprussia   let me know if it comes back up   fuck  putin   we support the people of  ukraine   we are legion   we will not forget the lives that have been lost under putin s regime  
346914, poland made an exemption for  ukrainian s who are forced to evacuate with their  cats and  dogs  there is a designated gate  your  pets can cross without a passport as part of the  evac exemption  help is available at the border  don t leave them behind   ukraine  ukrainewar 
346939,breaking  ukrainian journalist norlinder monre l was found shot today in kiev  ukraine  he was known for exposing many of russia s heinous war crimes  may he rest in peace   russiaukraineconflict  russia  ukraine  russiaukrainecrisis 
347017,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
347047, it would b prudent  hear other side of the story    putin  im afraid  world  they  europe eu    unitednations  nato  amp   usa  administration r grossly distorting the truth for  yrs since  coldwar ended  ukrainerussia  russia  putin   
347474,putin s hometown  saint petersburg   russian citizens are standing with  ukraine at great risk to their personal safety to tell the world that putin is not russia  
347782, he knows and he also knows  nato is weak and selfish 
348794,europeans   we cannot allow  russia to own europe s energy grid   elites   nah  it ll be fine    australians   we cannot allow  china to own australia s energy grid   elites   nah  it ll be fine  
349439, ukraine     reports that a russian military convoy was ambushed close to hlukhiv in the  sumy region  ukrainian soldiers targeted the vehicles with javelin missiles  inflicting some heavy damage  
350034,men aged     cannot leave the  ukraine  they must stay behind and fight if called upon  here s a video of a dad saying goodbye to his daughter  he knows he may never see her again  these are the real stories  human stories  the atrocities of war  
350069, new  labor s anthony albanese  amp  penny wong say that putin s decision to invade ukraine  marks a grave moment for humanity      more      newsau  russia  ukraine    
350350, russian  will decide when the invasion of  ukraine will end  said a top kremlin spokesman on thursday  coming hours after  russian military forces attacked several  ukrainian cities    via 
350496, new  labor s anthony albanese  amp  penny wong say that putin s decision to invade ukraine  marks a grave moment for humanity      more      newsau  russia  ukraine    
350605,six language coverage from  kyiv with  in this order  english  luxembourgish  spanish  portuguese  french  and german  
351083,protester  dear putin  let s speed up to the part where you kill yourself in a bunker    ukraine 
351303, ukraine airport right now pakistani students  russian  russiaukraineconflict  russianinvasion  worldwar  
352032,this ukrainian father says goodbye to his daughter to go fight for his country        ukraine  russia 
352123,scary scenes in  kiev right now  interceptions against  russian strikes were active     urgent  russia  ukraine 
352183,heartbreaking images from ukraine   putin stop war    putin  wwiii    worldwar   russiaukraineconflict  nato   ucrania   stopwarrussia 
352219,the world must act immediately    the future of europe and the world is being decided   evils like putin and xi jinping are a threat to global security and free world     russia  amp   china wants to destroy democracy   it is therefore important that  ukraine  amp   taiwan are supported  
352496,kiev    kiev  ukraine  russia 
352634,   watch  another video shows the moment an unknown object is shot down over  kyiv   ukraine     russia     belarus       
353048,just in  hacking group  anonymous launches  full scale   cyberattacks on russian government websites in retaliation for  russia s invasion of  ukraine   oprussia  standwithukraine 
353065,getting ready to fight russia in ww   ww  
353301, putin behaving like a bully  says  who picks on gay kids for votes   saying bullying won t be tolerated  adding   i am hopeful of re introducing legislation that will allow schools to torment children based on sexuality or gender     auspol
353397,watch  large number of anti war protesters marching in moscow  chanting  no to war     russia  ukraine  antiwarprotest  antiwar  moscow  notowar  russiaukraineconflict  russiainvadedukraine  russiaukraine 
353493, demonstrators in several major  us cities protested the invasion of  ukraine on thursday  calling on  russian president  vladimir  putin to halt the missile and troop assault as  us president joe  biden announced new sanctions against  russia    
353502, update  a russian aircraft can clearly be heard before being shot down over kyiv  ukraine   russia    
353576,some russian background   ukraineinvasion  putin
353584,video after the  russian sukhoi crashes into a residential building in  kiev       urgent  russia  ukraine  russiaukraineconflict 
353616,tens of thousands of  russian protestors chant  no to war  in  moscow in solidarity with  ukraine       worldwarlll  worldwar   russiaukraineconflict  nato  ucrania  stopwar 
353691,heartbreaking images from ukraine   putin stop war    putin  wwiii    worldwar   russiaukraineconflict  nato   ucrania   stopwarrussia 
353764,just in  hacking group  anonymous launches  full scale   cyberattacks on russian government websites in retaliation for  russia s invasion of  ukraine   oprussia  standwithukraine 
354143,story of war  putin stop war   putin  wwiii  worldwar   russiaukraineconflict  nato  ucrania  stopwar 
354743,hilarious that the right maga are  convinced   trump s the man we need in this crisis     do you remember the last crisis he  handled   it left   s of thousands dead  amp  his supporters so twisted up they demand he gets credit for a vax they won t take        amp  he s  putin s lap dog 
354744, the  syrian cabinet has decided several measures to deal with the possible impact of the  ukraine crisis on the economic situation in  syria  according to state news agency  sana    
355138,  sean s been doing work for humanitarian efforts for over   years    i respect any celebrities who get off their bum  amp  contribute something positive to the world  than post on instagram lying on a beach drinking cocktails  amp  talking about themselves    seanpenn  ukraine
355567,the first explosions have already occurred in ukrainian capital  kyiv  the  shot down several aircraft  one of them fell in the  darnitsa district  a residential building was on  fire  
355976,hate how the world wakes up when a european white country is in danger but they don t give a shit about what is happening in palestine  yemen  kashmir  muslims in china     middle easterns are human too      russiaukraineconflict  freepalestine  endapartheid
356011,it will cost you      to retweet this    ukraine   russia   china   nato   world war iii  worldwar  
356255,the double standards though    freepalestine  apartheid  usa  eu  russia  ukraine  internationallaw 
356439,over      billion of russian oligarch money has been poured into london real estate in the last   years  britain has been drunk on the proceeds of russian corruption for years   and here we are   londongrad  kremlin  russia  ukraine
356519, mariupol unconfirmed reports that  russia n military contractors earlier approached mariupol from the sea  smashed through the  ukraine ian checkpoints and took control of the territory in the vicinity of  milekino  cutting off mariupol from  zaporozhye     
356573,these are photos from  ukraine  no civilian should be scared of attack from their own home  shame on  russia for perpetrating these horrible attacks on a peaceful people  
356653, kharkov widespread electricity blackouts in kharkov reported  military vehicles rolling along circular perimeter road   russia  ukraine  denazification
356682, zaporozhye precision rocket strikes against military installations and objects reported in zaporozhye   russia  ukraine  denazification
356724, flash pretty clear that  russia n air force is now in action over  ukraine  as sorties are being flown for  crimea and elsewhere regularly  this marks the second night morning of the military operation and the first night that the airforce was so actively used 
356749,best way to defend  ukraine is to nuke  moscow into oblivion   kiev  russiaukrainecrisis  donbass  fuckrussia  fuckputin 
356874,a ukrainian man with a note for vladimir putin       ukraine  russia 
356926,if  russia gets kicked out the swift dollar system    wouldn t that mean that  bitcoin automatically becomes the backup currency leading to a huge increase in demand    
356981,russian embassy s gate in dublin has been painted with blood red  and very rightly so    ukraine  putinisawarcriminal   russiaukraine  bidenisafailure   kyiv  wwiii 
357153,statement from the icc prosecutor   i remind all sides my office may exercise its jurisdiction over and investigate any act of genocide  crime against humanity or war crime  in  ukraine    russia  ukraineinvasion 
357523,    detainees all over  russia by this hour 
357897,guy venables on  putin  warinukraine  putinswar  ukraineinvasion  russiaukraineconflict   political cartoon gallery in london  
357907, austin  asked  nato allies to consider additional contributions to strengthen nato s defensive posture and bolster  ukraine s capacity to defend itself in the face of russian aggression    russia   
358179,tomorrow s  cartoon     putin 
358360, flash  russia n ministry of defence confirms that water is once again flowing in the  northcrimean canal water supply to  crimea has been restored  russian troops path to  kherson is under control   russia  ukraine  denazification 
358595,huge explosion near melitopol airport in eastern ukraine   russia  ukraine  intoukraine 
358997,latest       ukraine calls general mobilization   zelensky  russians entered kyiv   kyiv bombardment imminent  cnn    people sheltering in train stations     says destroyed   ru tanks          ukrainians killed       displaced un   protests in russia    gt sanctions
359239, appalling  putin accused of being  used as plaything  by china   chair of uk s powerful foreign affairs committee  talks to    full interview here     ukraine 
359261,muslim chechen troops in ukraine    leading the russian invasion     incredibly  the most fierce fighting arm of the russian army are muslims     amp  chechens are the tip of the sword     legend has it that these pictures are from around kiev     ukrainian   russiaukrainecrisis 
359264,ukr    with reports of shelling across  ukraine  we sadly report the onset of ukraine going offline    so far most impact in  kyiv city and region  and  kharkiv    other border regions remain online at time of analysis    vis to   h m   feb  gmt     
359334,i cannot stop laughing at this  the man wouldn t come out of his car in punjab is likely to speak to putin in order to bring peace between rus and ukr  lmao     russia  ukraine 
359409,it appears  patreon is another of the  woke  we will decide where your money goes  sites  money for body armour  medical supplies  helmets  in  ukraine has funds frozen  as  russia invades  and kills people  
359734,german economy minister habeck says    of our coal comes from russia  german economy minister habeck says    of our gas from russia  german economy minister habeck says    of our oil comes from russia  reuters    ukraine
360255, simply unacceptable    australian pm  scottmorrison slams china for increasing russian grain trade access to chinese markets  as the rest of the world applies sanctions over  ukraine  
360327,this war is our war  it is not only  ukraine that is under attack  but civilization as such  ukraine has long been at the forefront of the fight for freedom  amp  our fundamental values  we must act with it and alongside it  militarily  putin s  russia is our enemy   standwithukraine 
360396, russiaukraineconflict everyone in this time     to stay in trending twitter      ukraine  worldwariii  russiaukraineconflict  ukrainerussia 
360458,this powerful still of  addressing the people of russia   ukraine will defend itself and they have support from countless allies  
360724,   recently had a call with a friend who lives in  ukraine   mentioned he was stuck in traffic with his wife and young child headed towards rhine in the western region of ukraine  having been stuck in traffic for over   hours just covering slightly over  km  its  depressing   
360737,fuck yeah   ukraine   russia 
360753,eight years of neo nazi attacks on the people of  donetsk and  lugansk were too much   nato did not listen to  russian concerns     
360778,global leaders instead of requesting  putin  to stop  should convince  ukraine that boss please give up  you are nobody  because of you stocks are bleeding  specualation of  worldwar  is there and huge uncertainty    if needed  tight slap   russiaukraineconflict
361147,   breaking     another ukrainian dad says goodbye to his daughter      ukraine  ukraineconflict  ukrainerussia  worldwar   russia  russiaukraineconflict 
361429, ukraine  send russians home in body bags  
361608,    the ukrainian president gave a stirring speech directed at the russian people about   hours ago  it s   minutes long and i know most news sites will try to paywall it  i believe this message should be spread as far as we can muster it   ukraine  russia  russiaukraineconflict 
362063,plane just got shut down over kiev   kyiv  ukraine 
362299,      if you have any russian friends  know that over   russians have been arrested already because they defied putin s orders and protested this invasion of  ukraine 
362851, ukrainebreakingnews   ukraine s deputy minister of the internal affairs anton gerashchenko said that the object shot down over kyiv was a  russian   kalibr  cruise missile  it was not an aircraft as we all thought   kiev 
363381,every single thing that  joebiden predicted would happen between  putin and  ukraine the last few weeks has come true   every single thing   so many traitors suggested joe was being hysterical when he talked about the intelligence he was getting  and yet  here we are   fuckyoufox
363430,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
363486,the  asx energy sector is down only slightly today  by      after  russia yesterday began its invasion of  ukraine  pushing  oil to over    per barrel  the highest it has been since    
363867,one of the apartment buildings in pozniaky  a residential neighborhood in  kyiv  ukraine  was severely damaged after the russian attack  
364211,i just wanted to kindly remind everyone that  russia s  putin s aspersions for  ukraine go way beyond it own borders  for  putin will soon stretch his aggression across the  european continent entirely which will most certainly invoke  nato s article   to be sure  
364351,yes i suppose the republicans still  govern usa  there is still resistance to any attempt to decarbonise the  usa  fossilfuels dependent  economy  biden is acting to win allies in europe by protecting  nato  amp  the  gas  industry that currently buys  gas from russia  very complex  
364481,official website of russian parliament  mod and kremlin go offline  via   cybersecurity  russiaukraineconflict  hacking  infosec  infosecurity  kremlin  russia  ukrainerussia  ddosattack
364963,absolutely disgusting   ukraineconflict 
364992,we can all calm down and relax  russia is likely to retreat   harry  amp  meghan have released a statement   ukraineinvasion   ukrainerussia 
365026,latest green left radio program via  featuring a interview with  national co convenor sam wainwright about the roots of the russia ukraine conflict   ukraine  russiaukraineconflict  
365137, everyone who now doubts whether russia should be banned from swift has to understand that the blood of innocent ukrainian men  women and children will be on their hands too  ban russia from swift   wrote  ukraine s foreign minister  
365758,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
365906,europeans   we cannot allow  russia to own europe s energy grid   elites   nah  it ll be fine    australians   we cannot allow  china to own australia s energy grid   elites   nah  it ll be fine  
365998,we at the us and around the world stand with  ukraine  amp  our  ukrainian friends       this evil thug  putin has to be held accountable       russia  russiaukraine          ukrainecrisis  ukraineinvasion   ukrainewar  prayingforukraine  putinisawarcriminal  putinhitler 
366304,what the fuck do they want with  chernobyl       russia it s time for your  revolution to remove  russiahitler    thank you for your  protesting  amp  for your  bravery    istandwithukraine   putinisawarcriminal  putinswar  putin  putinhitler  ukraine  russiainvadesukraine  nowar 
366334,every single thing that  joebiden predicted would happen between  putin and  ukraine the last few weeks has come true   every single thing   so many traitors suggested joe was being hysterical when he talked about the intelligence he was getting  and yet  here we are   fuckyoufox
366567, russia plans on  decapitating   ukraine s government   us defense official     the  pentagon said thursday that  russia s attack on  ukraine was meant to  decapitate  the government in  kyiv    
366656,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
366872,  russian    military helicopters   flying towards ukraine s   border    russia  pakistan  ukraine  russiainvadesukraine  ukrainerussiaconflict  putin 
366922,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
367142,terrifying   ukraine  russia 
367200,check out  bcleaks contributor  chicocrypto latest candid video where he talks about the  crypto markets and what could be on the horizon as  russia has officially started a war with  ukraine watch the video     bitcoin  btc  cryptocurrency  defi  eth 
367372,surprise surprise   trump is still kissing  putin s arse saying he s a genius and a peacekeeper  etc  that s a man  the most dangerous criminal in america who as we stand is allowed to run for the presidency  can someone tell me why 
367607,russians standing against war even they know they will be arrested  love to  ukraine 
367861,thoughts are with you and all who oppose  putin  russia i prey you  your daughter and all people of  ukraine stay strong  united and most of all free from harm  
368130,    goes a long way in  ukraine    x s further than in australia  below this tweet is a link to donate to a reputable organisation  many need to stock food and others are trying to flee   russiaukraineconflict  ukrainian  wwiii
368690,angel oracle  channelling   writing andrew rogers   the unrest in the world in different locations needs to be resolved with a positive outcome for the victims   angel oracle    angel  oracle  ukraine  andrewrogers  channeling  psychic  lifereader  god 
369178,men aged     cannot leave the  ukraine  they must stay behind and fight if called upon  here s a video of a dad saying goodbye to his daughter  he knows he may never see her again  these are the real stories  human stories  the atrocities of war  
369956, kyiv  ukraine tonight  ukrainian air defense in action  
370775,  cycle alien commander  channelling   writing  andrew rogers   we caution the entities of your planet that are undertaking war activities it will link a major disaster to you planets future  thank you commander    alien  russia  andrewrogers  channeling  psychic  lifereader 
371929,just in  hacking group  anonymous launches  full scale   cyberattacks on russian government websites in retaliation for  russia s invasion of  ukraine   oprussia  standwithukraine 
372040,the real cost of war     ukraineinvasion  ukrainerussiacrisis  ukrainerussia    ukraineinvasion  ukraine  ukrayna  russia  russian  nato  biden
372110,i bet nato are wishing they listened to donald trump now    trump said a stronger nato provides a bulwark against russia   told nato leaders    to increase defense spending to   percent of gdp   trump  ukraine  nato
372526,if this is the best you can do  it s best not to say nothing at all   letsgobrandon  nancypelosi  russiaukraineconflict 
372775, ukraine should surrender  save lives  they can t win 
373054, russian jets shooting at  ukraine civilians    murdering women and children  putin is accountable    ukraineinvasion 
373614, russian jets shooting at  ukraine civilians    murdering women and children  putin is accountable    ukraineinvasion 
374871,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
374874,large crowds in stpetersburg protesting vs  russia s war on  ukraine  is it too hopeful to think could evolve into putin s overthrow  the  oligarchs protect him of course they will not favour his removal until own fortunes are threatend  they are wholly uninterested in  democracy
374907,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
374924,frightening  ukraine  russia 
375118,time for vlad to be impaled   ukrainerussia  putin
375546,moscow accused us of running secret bio weapons labs on the russian border     ap     the accusations came on the same day u s   british and dutch officials accused russian military intelligence of being behind multiple cyberattacks     russiaukraine   
375646,thousands of russians rise up against  putin s unjust war  russiaukraineconflict  ukraine  
375857,every single thing that  joebiden predicted would happen between  putin and  ukraine the last few weeks has come true   every single thing   so many traitors suggested joe was being hysterical when he talked about the intelligence he was getting  and yet  here we are   fuckyoufox
375881,why did  russia seize the disused  chernobyl  nuclear power plant   via 
375974,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
376149,  ukrainian defenders on snake island died as heroes  what on earth did  putin gain from these deaths  how could they have stood in the way of his ambitions   solidaritywithukraine     ukraine s snake island  zmiinyi  captured  all border guards killed 
376741,when you re sexy and you know it    russiaukraineconflict  russiaukrainecrisis  putin  ukraine  trumptraitor  russia 
377178,the earth provides enough to satisfy every man s needs but not every man s greed    syne  socialimpact   ukraine  war  russiaukraineconflict  russiainvadedukraine     
377324,wtaf   lauren witzke  the delaware gop s candidate for senate in   says that she identifies more with putin s  christian  russia than she does with president biden   is it any wonder that putin feels emboldened enough to openly invade the  ukraine      russiaukraineconflict 
377350,love your country     the president of  ukraine  volodymyr zelensky leaves his presidential suit and gets ready to fight with his military troops and protect his country in the war against  russia   honor and respect for this humble president        terceraguerramundial  ucrania 
377682,starting to get questions from people on how they can help family friends in  ukraine get to australia under our refugee and humanitarian program  at the moment morrison outside of platitudes hasn t actually offered any extra places or real commitments  we will keep updating you 
377827,those who preach going back to akahand bharat are expected to take a stand against the russian dream of going back to ussr status    that s a bit too much of an ask by the ukrainian envoy to india    ukraine  ukraineinvasion
377967,the biden democrats say we have to choose  either we are for them or we are against  them  okay  then  we are against  moreover  i ll go further and say they pose a far greater threat to our freedom and safety than  putin  he s the lesser evil  they are the greater one  ukraine
378041, what  ukraine was doing with russia  india is doing with  china   providing near frontier base to  us   so this response from russia is understandable  similarly   pakistan must also know that us bases inside pakistan will be seen by chinese in thd same stride 
378240,russian citizens are standing with  ukraine at great risk to their personal safety to tell the world that putin is not russia   standwithukraine    
378525,join me       amp     as we work our way through some of the thorny questions surrounding    russia s  invasion of    ukraine  wednesday   march  pm  register here   
378597,the eu is voting tonight on getting  russia out of  swift to support  ukraine   germany and italy are holding against  german and italian friends  make your voice heard  enough        
379098,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
379154,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
379544,imagining last night s  security council meeting on  russia v  ukraine a pal sent me this   doonesbury cartoon  sadly  it s perfect  
379615,the fact that conservatives everywhere are defending and allying themselves with  putin speaks volumes 
380133,are  thesimpsons right again about  ww   ussr  sovietunion  ukrainerussia  ukraineinvasion 
381071,wsj editorial  ukraine surrendered nuclear weapons for hollow security promises   history news network    ukraine  auspol     putin  russia 
381223, we ve not seen anything like this since       everytime you hear this from pundits  cast your mind back to  belgrade  serbia in   when  nato bombed them  relentlessly  for three months   a young  novakdjokovic was then sheltering with his family  
381313, th of july     now everyone is reminded  as they forgot  where  ukraine is and what extent  russia will go to   ukrainerussiaconflict  russiaukraineconflict 
381625,thomas palley on  ukraine  what will be done and what should be done     ukraine  russia  russiaukraineconflict
381626,has the rnc put out a statement on putin s war  have they dubbed it  legitimate political discourse  yet   ukraine
382085,what is the difference between kosovo  amp  donbass     kosovo  hashimthaci  serbia  donbass  krajina  un  madeleinealbright  usimperialism  biden  nato 
382169,  us and nato has abandoned    ukraine  president zelensky   i asked the   leaders of europe whether ukraine will be in  nato  i asked directly  everyone is afraid  does not answer   
382205, morrison s speech against  putin and the invasion of  ukraine has to be one of the most ridiculous and cringe bearing war speeches ever spouted by a so called  leader     
382424,seems whatever was shot down was relatively big in kyiv   ukraine  it looks like the  wreck  landed near in a residential area  
382451,breaking  the pm  has criticised china s response to russia s invasion of ukraine     it s eased restrictions on trade of russian wheat into china  that is unacceptable     ukrainerussia  chinarussia 
382565,how will you teach your children with the schools are destroyed during   wwiii       can help you
382755,something was intercepted over kyiv   ukraine  
383745,it will cost       to retweet   russia   ukraine  china  nato  un    worldwar    ukrainerussie  pray for ukraine 
384115,facts   worldwar   wwiii 
384338,much needed today and always  sadness  anxiety  violence  wwiii 
