,text
479927,no more international  football in  russia or with russia as long as  ukraine is occupied   the games can t just go on   no more   olympics situations 
479948,nato has refused to send its  forces  to ukraine  saying that ukraine will have  to fight it s own battle    ukrainerussia  ukraineconflict  ukraineunderattack  ukrainerussia  worldwar   ukrainian  russian  russia  ukraine  crypto   
479990,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
480007,  breaking  the russian foreign minister sergei  lavrov said that the purpose of the  special military operation  in ukraine is  to liberate ukrainians from oppression and let them choose their own future     russia  ukraine
480056, russian  gru  saboteurs in  kyiv are wearing  ukraine military uniforms  stranglely they were not wearing standard  ukraine military boots  pic      russia  putin  russianinvasion  russiaukraine  russiaukrainecrises   russiainvadesukraine  ukraineinvasion 
480080,live updates   russia invades  ukraine  via  news
480249,so   said this morning we won t put troops into  ukraine  i m all for that but won t that say to  russia take what you want or do what you want because we will just let you do it   ukrainerussiaconflict  russianinvasion
480683,can putin s doctor please check him for syphilis  hitler had it  al capone had it  and other brain degenerative diseases  thank you   ukraine  ukrainerussia  ukraineinvasion  russia  worldwar   wwiii  worldwariii  coldwar 
480778, ukrainecrisis    india calls for immediate de escalation  ukraine  ukrainian  ukraineinvasion  ukrainerussia  ukrainerussiaconflict  ukraina  ukrainerussie  ukrainewar  ukraineconflict  vladimirputin  militaryoperation  russia  russian  russianinvasion 
480852,repost  ukraine  putin  wwiii 
480919, ukraine defies expectations    dr rory finnin  founder of ukrainian studies at cambridge  gives his perspective on unfolding events     russia  ukraine
480992, breaking crazy footage of a mig   of the ukrainian air force shooting down a su   fighter jet of  russia s air force over ukraine s capital  kyiv today  likely using the r   infrared homing missile    ukraine  russiainvadesukraine  worldwar   worldwariii  wwiii 
481119,in   kyivites stood up to hitler s nazis in the battle for  kyiv  in   the battle of  kyiv is on again  this time  kyivites are fighting off  russia and their psycho leader  not much difference between nazis and russians  putin   hitler
481197,i hear the eu are about to announce their support for cutting  russia out of  swift
481441,support ukraine  your donation to ukraine will support humanitarian assistance in impacted communities in ukraine   ukraine  russia  prayforukraine                   nft  nftcollection  nftcommunity  opensea 
481471,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
481652,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
481722,as russian forces are starting to enter  kyiv   russia s lavrov says  no on is going to occupy ukraine    that s the type of  diplomats  western leaders were negotiating with just days ago  
481851,in  vilnius   lithuania  thousands joined a protest outside  russia s embassy to demonstrate against putin s invasion of  ukraine  
481903, ukraine     the new reality in  kyiv  people run for cover as the air sirens go off  warning for impending russian bombardments 
481969,    the ukrainian president gave a stirring speech directed at the russian people about   hours ago  it s   minutes long and i know most news sites will try to paywall it  i believe this message should be spread as far as we can muster it   ukraine  russia  russiaukraineconflict 
482028,dr artis pabriks  latvia defence minister  is still angry  rightly so  he s just been on    ukraine 
482047, russian protesters in  stpetersburg opposing  putin s invasion of  ukraine       people in   russian cities have been detained for protesting against the invasion    ukraineinvasion  ukrainerussia 
482069,people are quick to speak on  ukraine but forget about other parts of the world   if it ain t on tv  it ain t news        
482092,ukrainian soldier deployed on snake island live streamed the moment a russian warship opened fire on the island    all   soldiers lost their lives    ukraine  russia  ukraineinvasion  putin  kyiv 
482329, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    my people shouldn t die   and  cutoffrussiafromswift
482339, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    my people shouldn t die   and  cutoffrussiafromswift   
482435,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
482448, ukraine safety tips for journalists who will be covering the fighting from the front line  while traveling to and from war zones as well as in newsrooms     
482492,this is the president of ukraine zelensky   he took off his clothes and put on a military uniform to join the troops in fighting to protect the ukrainian homeland  he is a true leader   ukraine 
482528,ask yourselves  why are you so upset by this  ukraine conflict when british and american arms are committing daily atrocities in  yemen right now  and our ally israel is bombing  syria right now this evening  then ask yourselves if you are being played     russiaukraineconflict
482721,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
482761,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
482935,india exploring setting up rupee trade accounts with russia to soften blow on new delhi of western sanctions on russia   rtrs cites sources  russia  russiaukraineconflict  ukraine  india
482982,germany government is preparing for refugees from  ukraine  many have already reached poland and are grateful to be in the eu   i wonder how many will be welcomed into brexit britain by   torycriminalsunfittogovern  
483089,is eu  us  uk  nato et al  the architypal leadership by committee   everyone has to agree to everything befote they can agree and each has different and competing interest when it comes to actions against russia     leadership  nato   russia  eu  us  ukrainecrisis  ukraine
483177, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    nato allied air command u s  army nato brigade  pleace
483372, the president said in a video   according to our information  the enemy marked me as target no    my family as target no       ukrainewar  putin  military  ukraine  putin  russia      what a picture on top of this article 
483443,breaking  a russian cruise missile has been intercepted near vinnytsya   russiaukraineconflict  russiaukrainecrisis   ukraine  russia
483611, ukrainians ask  nato   to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky      and  cutoffrussiafromswift   donatezsu  standwithukraine  
483706, russia bombed  chernobyl after russian troops seized the area yesterday   ukraine warns 
483855,it is very clear from this mobile phone video coming out of  ukraine that this was a deliberate act and if confirmed a war crime running over a private car in another country by invading army armoured vehicle   standwithukraine 
483910,  we can only hope that the extraordinary meeting results in the suspension of russia from the  otherwise what does the coe stand for  many of us are reflecting on the history of the coe    on why it was formed    it seems more relevant than ever   ukraine 
483956,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
484027,when all world leaders are hiding and afraid of putin  this great man president zelensky is defending country with his spirit    russianinvasion  ukraine  russiaukrainewar 
484091,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
484139,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
484152,it s business as usual for natural gas today    icis  energy  natgas  ukraine  russia  naturalgas  ns   ongt  ttf  gazprom 
484277,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
484373,breaking     france will provide  ukraine with military equipment and financial aid of   million euros   russia  ukraine  ukrainerussiaconflict  ukrainerussiacrisis
484387,warning  prove it to the governments of the eu  the  russian invasion of  chernobyl has caused an environmental catastrophe that will affect not only  ukraine if it does not intervene   empr  russiainvadedukraine  russia 
484484, breaking crazy footage of a mig   of the ukrainian air force shooting down a su   fighter jet of  russia s air force over ukraine s capital  kyiv today  likely using the r   infrared homing missile    ukraine  russiainvadesukraine  worldwar   worldwariii  wwiii 
484570,hard to see this   putin you will pay for this in  thehague war crime against humanity    putinisawarcriminal   putin   ukraineunderattack   russia   wwiii  kyiv 
484634, why are russian troops encircling kyiv   cnn correspondent asks    lavrov refuses to answer    responds instead by accusing ukraine of  ruining his matters     insists on switching to chinese media  remarkable     russia
484785,an update from an resident who currently lives in kyiv  ukraine     ukraine  russia  russiainvadesukraine  russiaukraine  kyiv  kyivukraine 
484796,may the leaders of the world pay heed to the words of his holiness  aba  before it s too late   stopww    stopwar    ukraine  russia  nato  russiaukraine  russiaukraineconflict  ahmadiyya  ahmadiyyakhilafat 
484815, if you care about pease and freedom show solidarity with   ukraine  this relentless and criminal aggression by  putin has to stop   istandwithukraine 
484816,i hear the eu are about to announce their support for cutting  russia out of  swift
484908, ukraine air force mig   shooting down a  russian su   fighter jet  ukraineinvasion  russiaukraine 
485066,i remember  georgia       and wish to stress that  ukraine has no plan to deploy any military operation against so called  republics  on the east  all possible provocations and human casualties upon the consience of  russia playing out new hybrid aggression against ukraine 
485106, swift is our sharpest sword and was announced to hit in case of an attack  the swift exclusion of  russia must not fail because of germany   lanz
485145,president zelensky will honor the   border guards killed on zmiinyi island  aka snake island   small island of ukraine  after refusing to surrender to a russian warship   russian warship  go f ck yourself  listen    russiainvadedukraine  russianinvasion  ukraine  russia  nato 
485198,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
485384,every country should make it clear that if their nationals return from  ukraine their familie may come with them   you can t let one go to safety and let the rest of his family live among war  occupation and repression   refugees  russia 
485727, in a nuclear war   russia would lose quickly
485807,breaking  loud explosions head in kyiv   reports of a helicopter being shot down  people are literally running and crying   russiaukraineconflict  russiaukrainecrisis   ukraine  russia 
485863,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
485997,putin you will pay for this in  thehague war crime against humanity       stopputin  stopwars   putinisawarcriminal   putin   ukraineunderattack   russia   wwlll 
486062, china  ccp have not condemned  russia invasion of  kiev  ukraine  so stand up for  tibet  xinjiang  taiwan  hongkong  eastturkmenistan  southchinasea china says it s ok   freedom  liberate
486064,on the left is  after  bush invaded  iraqwar  on the right is  theeconomist after  invaded  ukraine   spot the  difference   big capital owned  msm of the  western world had been relentless in its support of  unjust war  but they demonise  russia  
486136,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
486174,  the operative command  north  has destroyed approximately   units of enemy tanks   and a column of equipment  which was moving from ripky  chernihiv region  to chernihiv  the losses are at approximately     units   rest in non peace  russia  ukraine  putinisawarcriminal
486209, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift
486452,first   of our nft s are listed for sale  more coming soon    worldwar   worldwariii  nfts  nfts  ukrainerussia  ukraineinvasion 
486948,  a russian cruise missile has reportedly been intercepted near vinnytsya  ukraine  
486971,  isitok to also wonder about psychological well being of younger people who didn t live through soviet era cold war and who are trying to process this after dealing with pandemic  daughter is  st yr uni  student and rang me worried about ww  and said it s scary as fcuk   ukraine
487107, ukrainerussia   azovbatallion  fascism  an excerpt from  interview with scott ritter  former un weapons inspector  analyst  author   
487230,more than   russian scientists and scientific journalists have signed an open letter against the  war in  ukraine    for me  it is of particular significance  because i am one of the signatories    please retweet and tell everyone we don t support war   
487296,  active hostilities are approaching obolon in kyiv  ukraine  russia  oblon  kyiv  
487306,air defenses shoot down missile flying towards vinnitsa   ukraine 
487368,  breaking  air raid sirens can be heard in  lviv    russia  ukraine
487442,sad   in melitopol  a  russian shell hit a residential house  injuring a   year old girl and her father   russia  ukraine  ukrainerussiaconflict  ukrainerussiacrisis
487579,happening now  people still hiding in the metro in kyiv as clashes are recorded    russiaukraineconflict  russiaukrainecrisis   ukraine  russia 
487584,support ukraine  your donation to ukraine will support humanitarian assistance in impacted communities in ukraine   nft  nftcollection  nftcommunity  opensea   ukraine  russia  prayforukraine                  
487795,more than   russian scientists and scientific journalists have signed an open letter against the  war in  ukraine    for me  it is of particular significance  because i am one of the signatories    please retweet and tell everyone we don t support war   
487825,donate to support the ukrainian red cross and its work to help civilians in this difficult time for ukraine  you can donate on   urcs website     iraiser platform       please share   supportukraine  ukraine  urcs  donateukraine 
487832,ask yourselves  why are you so upset by this  ukraine conflict when british and american arms are committing daily atrocities in  yemen right now  and our ally israel is bombing  syria right now this evening  then ask yourselves if you are being played     russiaukraineconflict
487896,what a shame  munich  showing flags of solidarity in the minutes when your partner town is being bombarded and wiped out of the earth    ukraine  war  nato 
488209, the ukrainian military is mining the beaches of odessa to prevent the landing of troops  ukraine  odessa  russia  putin  russiaukraine 
488273, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    my people shouldn t die   and  cutoffrussiafromswift   
488284,vital that uk gov relaxes current visa rules so ukrainian nationals who have settled here can bring any isolated or vulnerable family members from  ukraine 
488328,   is paid   millions by murdoch to support putin s murderous regime and invasion of  ukraine 
488518, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift   
488593,  ukrainians ask nato  to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky   
488715,   when do we stop  condemning  invasions of other countries and when do we actually take serious action against these aggressions   ukraineinvasion  ukraine
488824,china declines to condemn russia  with its foreign ministry refusing to call russia s action against ukraine an  invasion   nato  ukraineunderattack  wwiii    putin  russiaukraineconflict  russiaukrainecrisis 
488872,please  share this        stopwar   stopthewar    ukraine   ukraineunderattack   ukrainerussia 
488920,we ask the twitter community to spread the information about what is really happening in  ukraine as much as possible   address of the people s deputies of ukraine    stoprussianaggression   standwithukraine 
489366, ukrainians ask  nato these forces to  ukraine  at least to close the sky  to give shelter from the sky  russia has seized  chornobyl exclusion zone   increasedradiation  staywithukraine  chornobyl  closethesky  russiaseizedchornobyl 
489431,i wrote something today  it s unedited  poorly translated  a bit raw but here it is   ukraine 
489487,fighting in kiev   ukraine  war  russia  ukrainewar  russiaattack  russia  putin  ukraineinaction  livenews 
489534,   it all boils down to finger biting  who is going to scream first  given what was mentioned in    above and the forthcoming elections  it is clear that europeans and the biden administration will scream first   biden  putin
489539,  we can only hope that the extraordinary meeting results in the suspension of russia from the  otherwise what does the coe stand for  many of us are reflecting on the history of the coe    on why it was formed    it seems more relevant than ever   ukraine 
489569, ukrainians ask  nato to bring their forces to  ukraine  at least to close the sky   to give shelter from the sky  ping         need help 
489827,this is great to see   putinswar not  russia 
489936,breaking  china declines to condemn russia  with its foreign ministry refusing to call russia s action against ukraine an  invasion    ukraine  worldwariii  conflictorusiaucrania
489957, fulltonto  blitzkrieg   putin launches a blitzkrieg on  ukraine  rationalized by a string of lies  amp  bizarre claims to be saving  ukrainians from genocide crimes  amp  an oppressive government  somebody take putin s  vodka away   
490136,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
490138,this woman from  ukraine poses the question the whole world is asking 
490177,if you re gonna listen to any speech about  ukraine     let it be this one   the kenya ambassador to the unsc perfectly explains how people across africa understand ukraine  and what the kremlin s acts of aggression mean in our post colonial world  
490549,politician s dictionary  peace   piece    ukrainerussia
490665,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
490670,meanwhile enabling as well as ennobling  putin  amp  hislondon based oligarchs investing the dictator s money here  
490947,pakistani students in  ukraine need immediate help with evacuation  please share  amp  tag relevant authorities  
490979,columns of military equipment are moved from crimea to ukraine   ukrainerussia  ukraine 
491085,  we want to reach out to freelance journalists in  ukraine  please help share details of our crisis fund which can help cover the costs of safety kits including helmets and flak jackets   more info here     ukraineconflict  journosafety  pressfreedom 
491462, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift
491605,ima urges govt of india to establish a dedicated helpdesk for medical students and also help them financially     ukraineunderattack  ukrainerussia 
491611,humanity at its best  you too can help donate as little as dollar via btc or eth  our teams have been working tirelessly to help those in need   ukrainerussia  ukraine 
491626, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift
491884,photos   russian tank flying a ussr flag captured on a livestream in nova kakhovka   ukraine 
491971,ukrainian president zelensky took off his clothes and put on a military uniform to fight with the army to protect his homeland   ukrainerussia  worldwar   ukraine  ukraineunderattack  ukraina 
492062,a reason why i love my job at  is the internationality  today i spoke with colleagues from  russia   ukraine  amp   belarus  that could have been so nice  today it was just sad  only positive thing  all three strongly criticized putin s attack   stoprussianaggression
492089,russian ministry of defence site is down  the song lyrics  good evening  we are from  ukraine  
492132,dear     please  banrussiafromswift   closethesky  sendnatotoukraine   ukraine is the one doing all the dirty work for you  st world countries  so a little bit of help would be appreciated
492251,the whole world is talking about  ukraine just under one week  biafra have been in existence since           freebiafranow   freemazinnamdikanunow  
492276,a father who sent his family to a safe zone bid farewell to his little girl and stayed behind to fight    ukraine  ukraina  russia 
492326,row over  westminster russia forum    the group  once called conservative friends of russia  is set to hold a  multilateral relations conference  next week   despite russia invading ukraine  torysleaze  lobbying  russia  ukraine  sanctions  
492423, ukraine fighting jet escorting president putin jet  ukraine 
492540,rt  ukrainian government and banks suffer a new wave of ddos attacks  via   cybersecurity  ukraine
492610, ukrainians ask  nato to bring their forces to  ukraine
492787,the people most powerful in putin s circle are the ones that won t suffer from  sanctions  because  russia has something that a lot of other countries where sanctions have been effective do not have  oil and gas  and we re not going to sanction that  fmr us ambassador  
492928, ukrainians urge  to bring their forces to  ukraine     at least to close the sky over ukraine to give shelter from the sky     and  cutoffrussiafromswift
492950,breaking   putin announces that he calls a  special military operation  in  ukraine      the invasion is a fact  
493006,hostomel airfield runway is damaged  russian airborne forces can t land  they are expected to go from belarus s hostomel to chernihiv and kyiv by land   russiaukraineconflict  russiaukrainecrisis   ukraine  russia
493130,a prayer for  ukraine   please feel free to use  share etc  full text  powerpoint and suggested songs here    
493267,the world stands by in fear whilst the  madman   putin moulds his twisted mind about brave  ukraine    shame on  usa  uk  italy  germany  greece  amp  all the other cowards who  hide  under the guise of  nato   
493328,dear      please  banrussiafromswift    closethesky  sendnatotoukraine  god with ukraine  driver appeared alive   russiainvadedukraine  kyiv  war  warcrimes  cutoffrussiafromswift  standwithukraine  ukraine  nato  shelteroursky 
493595, ukraine was provided with excellent advice in   that would  if followed  have avoided the current difficulties  instead  it believed in  nato  amp   eu seduction  
493688,support ukraine  your donation to ukraine will support humanitarian assistance in impacted communities in ukraine   nft  nftcollection  nftcommunity  opensea   ukraine  russia  prayforukraine                 
493730,every corner of the world  ukraine  ukrainerussia we are with you  south australia  ukraineinvasion shining a light for you here  it is friday  th february at    pm  solidaritywithukraine 
493742,  the taliban called on  russia and  ukraine for dialogue and peace 
493851,   after all  the  suspended the voting rights of the russian delegation to pace     in reaction to russia s aggression against ukraine  the annexation of crimea and the military operations in eastern  ukraine    lt why was russia ever allowed back  
493982,the way things are right now   we will witness the fall of a european city of  m in real time  quite possibly within the next few days   and all we did was take away the pocket money of  putin     ukrainerussia 
494072, russians have taken over chornobyl and are holding it like a gun to our heads  yours too  time to act   ukraineinvasion   chornobyl
494212,  don t let  kyiv fall  
494277,for journalists covering  ukraine    have put together resources to aid your trauma informed reporting and physical and psychological wellbeing     ukrainerussia  ukraineinvasion  ukrainerussiaconflict  ukrainewar  ukrainerussiacrisis
494648,more than   russian scientists and scientific journalists have signed an open letter against the  war in  ukraine    for me  it is of particular significance  because i am one of the signatories    please retweet and tell everyone we don t support war   
494678,heartbreaking video of  ukrainian soldier   russia s ukraine attack   ukraineunderattack  putinisawarcriminal  russiaukrainewar  ukrainerussia  ukraineinvasion 
494683,video  my friend  stuart mckenzie  ceo of  cbd company  interviewed by  on his flight from  ukraine where he and his family have lived for   years  
494811,donate to support the ukrainian red cross and its work to help civilians in this difficult time for ukraine  you can donate on   urcs website     iraiser platform       please share   supportukraine  ukraine  urcs  donateukraine 
494874, there is no  sense  here   war is causing death  amp  suffering   on the  ukraine  language  map i see peaceful integration  co operation  national pride before ethnicity  amp  unity   all of which the  vodka pickled  putin is trying to destroy to satisfy his own ego 
495028,  a fellow slavic people   this is the kind of ethno nationalism that is not needed now    borisjohnson is a category error   shame on the  tories for elevating him    ukraine 
495039,thousands of anti war protesters just stormed the streets of  saintpetersburg   russia to protest  putin  amp  the russian invasion of  ukraine         protest  ukrainewillresist  stopputin  russianinvasion  ukrainerussiaconflict   stopwar  ukrainewar 
495129,     ukraine is on its own   how can we in the  uk stand by  amp  watch  russia invading  amp  bombing ukraine  i ve never felt more ashamed  you said we wouldn t fight alongside  ukraine  you  amp  uk parliament can still change your minds  after ukraine  who next   rememberhitler
495232, breaking crazy footage of a mig   of the ukrainian air force shooting down a su   fighter jet of  russia s air force over ukraine s capital  kyiv today  likely using the r   infrared homing missile    ukraine  russiainvadesukraine  worldwar   worldwariii  wwiii 
495248,the psychpath  putin  ucrania  ukraine  rasputin  vladimirputin          
495400,we are in    rocket science should be aiming at mars  not at cities   ukraine
495409, the same idiots robbed    of the poorest and hungriest in their won country  ukraine  crocidileprayers
495497, chernihiv  artillery shelling began along the northern outskirts   russians arrived   empr  ukraine  russiainvasion  russiainvadedukrain  russia
495505,air assault in  kherson  ukraine today morning caught on camera  
495518,a march in support of  ukraine takes place in  cyprus  
495528, ukraine under  russian attack  the moment a missile fell in kyiv and did not explode 
495532, bbcqt if as james cleverly mp said they know  putin has been building this up to this incursion into  ukraine for a long time why have the  conservatives allowed their links with  russians to become ever closer 
495603,just spoke to  situation in  ukraine is deteriorating  kiyiv is under attack  more and more civilian casualties every hour  ukrainians stand firm and dignified  but the democratic world must help  we have to act now      westandtogether 
495660,they shelling on kyiv  countries members of  nato  please   closethesky  we need shelter from the sky to act on the ground 
495662, ukrainians ask   nato to being their forces to  ukraine close the sky  to give shelter from the sky  help us it the sky  standwithukraine  natoinukrainenow
495739, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift
495945,part of a destroyed russian artillery column   said to in  ukraine s kherson region  on the south coast near occupied  crimea  fierce fighting continuing there  russian forces are using large z identification markings   
496199,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
496310, ukrainerussia thousands of brave anti war protesters just stormed the streets of saint petersburg  russia to protest putin s invasion of ukraine   conflictorusiaucrania  ukraineunderattack   putinisawarcriminal  russiaukraineconflict  russianinvasion 
496330,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
496556,yesterday i raised money for the  museum  today there is a war with  russia in  ukraine  the work of a number of areas of activity has been suspended   trump   trump   
496664,germany government is preparing for refugees from  ukraine  many have already reached poland and are grateful to be in the eu   i wonder how many will be welcomed into brexit britain by   torycriminalsunfittogovern  
496929, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift
496945, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky   nato allied air command u s  army nato brigade
497145, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    and  cutoffrussiafromswift
497298,i m not sure  putin quite banked on this  anti war protestors in his beloved home city  st petersburg  brave people  good people    ukrainerussiacrisis  russia  
497388,in  eu only  germany   italy   hungary and  cyprus are blocking sanctions for  russia          supported hitler in ww  today they support  putin    swift  stopwar  swiftoffrussia  ukrainerussia 
497534,latest   uk defence secretary    i won t trigger a european war between  nato and  russia by enforcing a no fly zone and shooting down russian aircraft  but we will continue to supply lethal weapons to the  ukraine armed forces to shoot down attacking aircraft   
497563,   breaking   a father who sent his family to a safe zone bid farewell to his little girl and stayed behind to fight        ukraine  ukraina  russia  putin  wwiii  worldwar   ukrainerussie  russiaukraineconflict  russiainvadedukraine 
497685,so  georgia is not joining sanctions against  russia  it s a shame because in   ukrainian government and people not only supported georgia but also sent there anti aircraft and other weapons  president yuschenko then traveled to tbilisi even when it was all too dangerous    
497792, ukrainian air defenses and fighters are wreaking havoc   russia has lost as many as seven helicopters  an su    an su   and reportedly two su  s  and now something big just got hit over  kyiv  this happened after russia s  bomber net went active   viralvdoz 
497894, ukraine s ministry of defence states that     assault rifles and corresponding ammunition have already been distributed to  kyiv citizens    russia  russiainvasion  russiainvadedukrain
498020,this is  russia today       on an island in the black sea    border guards refused to surrender to a russian warship and were massacred 
498037,yesterday i raised money for the  museum  today there is a war with  russia in  ukraine  the work of a number of areas of activity has been suspended   trump   trump  
498063,a radio liberty correspondent showed burnt out  russian  grads  on the outskirts of  kharkiv    russia  ukraine  ukrainerussiaconflict  ukrainerussiacrisis    
498168, ukraine s ministry of defence states that     assault rifles and corresponding ammunition have already been distributed to  kyiv citizens    russia  russiainvasion  russiainvadedukrain
498253,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
498287,how to checkmate  vladimirputin  according to the former world chess champion  political activist and harsh critic of the russian president   garrykasparov       russiaukraineconflict  russia  ukraine  
498303,the courage of the russians who know they could be apprehended for opposing this war    ukraine  russia  ukrainerussiaconflict  russiaukraineconflict  putin  ukraineunderattack  ukrainerussie 
498321,  operational information from the army of the afu   ukraine  russia  afu 
498446,now  russia is bombarding appartement buildings in  kiev  ukraine 
498498,yesterday i raised money for the  museum  today there is a war with  russia in  ukraine  the work of a number of areas of activity has been suspended   trump   trump  
498698, ukrainian bartenders are preparing to welcome the occupiers with special cocktails     russia  ukraine  ukrainerussiaconflict  ukrainerussiacrisis 
498734,these newborns are spending the first days of their lives in a bomb shelter  russia  ukraine  kiev  kyiv  subwaystation  russiainvadedukraine  russianinvasion  ukraine  ukrainerussiaconflict  putin 
498752,this is from  tusk who has always served two masters  germany  amp   russia  former president of  europeancouncil who didn t do anything to stop  brexit  put  german interests before his own country  poland  amp  is a friend with  putin  failed as pm of pl  amp  president of ec  now jobless 
498839,yes you did   pakistan and  russia should both be declared  pariah nations  amp  isolated from the rest of the world cut off physically   financially and citizens never be allowed visas to enter any western country  
498909,russia is not putin russia is millions of people who don t want war    russia  ukrainerussie  putin
498963,not only  putin that are all russians  isolation for  russia no war in  ukraine
498965,i m really not sure   and  are the best people to be dealing with the  russia  ukraina conflict 
499013, bbcqt if as james cleverly mp said they know  putin has been building this up to this incursion into  ukraine for a long time why have the  conservatives allowed their links with  russians to become ever closer 
499030, pmikinrussia after all its a parody account and you know well and into propaganda means nothing reverse it fix it settle me up take any false misleading acts of me      russiaukraine what can you do for them if not  i m uk pkajk were ever you unsettled 
499197,  georgian authorities refused to join sanctions against russia   ukraine  georgia  russia  garibashvili 
499256,putin needs to be taken down   putinisawarcriminal  putin  putinpuppet  putinspuppet   ukraine  ukrainewar  ukrainians 
499309,breaking  massive russian military buildup just outside of kyiv  ukraine    ukraine  russia  ukrainerussia 
499329,if people in  kyiv are hearing gunshots in the government district pres   might be close to a tragic end that will unfold in front of us all  his life  the life of his family and every one who died in  ukraine is on your hands   putin and  nato did this  resign  
499355,feeling like we re living out real life squid games   where the contestants are countries and the old man is schwab   the pervy watchers are the rothschilds    ww   theworld  thegreatreset  russiaukraineconflict  nomoremandates
499374,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
499994,the radiation around  tchernobyl  ukraine occupied and partly destroyed by  russia seems to be increasing 
500005,we might criticize him but he is doing his best right now    president zelensky of ukraine took off his clothes and put on a military uniform to join the troops in fighting to protect the ukrainian homeland    ukraineunderattack   russiaukrainewar  ukrainerussia  ukraineinvasion 
500048, lviv under attack  the city announces air raid alert      it less than   km away from  poland    russiainvadesukraine  ukrainewar  ukraineunderattack  
500100, ukraine throughout the conflict in  ukraine seen today  there s   ukrainian mig   fighter jet that is soaring through the skies of  kyiv  this single fighter jet has already earned itself an alias  the  ghost of kyiv   amp  has already downed    russian aircraft 
500239, ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give us shelter from the sky attacks   and  cutoffrussiafromswift
500454, amid calls to bring sanctions against oligarchs and restrict flow of russian money through british businesses    reports that     new  british  companies are actually controlled from russia    is britain doing enough to support  ukraine  
500494,i think someone should provide the  ukraine leader and his family some asylum   pronto    jeremyvine
