,text
446041, zelensky  this morning we are defending our state alone  like yesterday  the world s most powerful forces are watching from afar  did yesterday s sanctions convince  russia  we hear in our sky and see on our earth that this was not enough   ukraine
446234, france will block the accounts of all sanctioned  russians   germany promises a blockade of russian banks and an end to business relations with  russia  france s finance minister promised to bring russia s economy to its knees 
446564, putinmustfall  thank you to the russian people who are standing up against  putin    putinisawarcriminal but the people of russia are good citizens  they deserve peace and a better modern day life    people of the  ukraine you are in our prayers   
457265,this is heartbreaking    ukraine  ukrainerussia  ukrainerussiaconflict  ukrainewar  wwiii  nato  unitednations  soldiers 
462112,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
462777,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
465938,a man whose car was run over by enemy vehicles in kiev survived   ukraine  kyiv  ukraineinvasion  ukraineconflict  putin  europe  ukrainewar  ukrainerussiaconflict 
466171,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
466255, ukraine    a russian tank just drove over a driving civilian in  kyiv 
467548, nz  the institutions built to avoid conflict have been threatened and we stand resolute in our support for those who now bear the brunt of russia s decisions       ukraine womenspeaktopeace  wps  
470554,this girl wants this video to be spread and seen by as many people as possible  i m doing what i can  her mom and a soldier who tried to protect them were both shot in  ukraine yesterday by russian troops  it s really hard to watch and is heartbreaking  reality  standwithukraine 
471177,no war     russia  ukraine 
472313,she is a russian but she does not want war  ukraine  ukrainerussia  putin  ukraineinvasion  ukrainian  russia  ukrainerussiaconflict  ukrainerussia 
475154, at least  putin should consider stopping the war now 
477920,pathetic   exploits  ukraine for fundraising    how  exactly  does amnesty help people at risk in ukraine    not by providing food or shelter    no  they issue press releases calling on putin to respect international law    which costs  and accomplishes  nothing  
478002,here s my roundup for  of how  southeastasia s governments have responded to  ukraineinvasion  the general response has been caution and fence sitting   
480251,which country is currently the most upset with it s president prime minister    auspol  nzpol  canada  america  truckerconvoy   mandates  russiaukrainewar  covid   vaccines  bidenflation  bidenisadisgrace  trudeautyranny
480404, why are russian troops encircling kyiv   cnn correspondent asks    lavrov refuses to answer    responds instead by accusing ukraine of  ruining his matters     insists on switching to chinese media  remarkable     russia
482420, as the  russian military invasion of  ukraine has unfolded  so too has a humanitarian crisis that has forced civilians to flee their homes or take refuge in bomb shelters and subway stations  here s how you can help        ukraineinvasion  ukrainewar  
489998,i don t know where exactly this is filmed by it is showing a mi  p attack helicopter of  ukraine army aviation firing s   unguided rockets at positions of  russian army troops  
493852,breaking     france will provide  ukraine with military equipment and financial aid of   million euros  via 
496706,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
496893,hungarian troops stationed in the town of v s rosnam ny near the eu s eastern border with  ukraine as conflict rages just kilometres away 
499109,russian convoy of towed artillery neutralised by ukrainian soldiers in kherson region    russia  ukraine 
499924,feeling proud to be your follower   nobody can replace you  you re a leader with empathy  hope all those suffering in  ukraine     will be back safely  requesting their family members to be brave in these difficult times  
500477,donate to support the ukrainian red cross and its work to help civilians in this difficult time for ukraine  you can donate on   urcs website     iraiser platform       please share   supportukraine  ukraine  urcs  donateukraine 
501076,a ukrainian soldier sits injured after a crossing fire inside the city of kyiv  ukraine   ukrainerussia  putin 
501132,this   ukraine 
504562,wikileaks cables show how the us disarmed  ukraine link   
505300,my detailed strategic analysis of  wwiii 
514520,the citizens of ukraine aren t afraid they are preparing themselves  one day we have to die saying a brave citizen    wwiii  ukraine   ukrainerussia   ukraineinvasion   worldwar    russiaukraineconflict 
516801,we are convinced that sanctions against putin s criminal regime will have no effect  we call on countries that support  ukraine to sever ties with  russia and expel russian ambassadors   anonymous will intensify cyber attacks on the kremlin this afternoon  moscow time   oprussia 
516959,president xi jinping held phone conversation with russian president vladimir putin on friday   xijinping  putin 
528867,in the  blacksea    nautical miles from  ukraine s coast  a  romania n flagged vessel was reportedly hit by a missile shell launched from a russian navy vessel    russia is attacking commercial vessels of nato member states  
540372,we are gravely concerned about developments on thursday and overnight in  ukraine  and are receiving increasing reports of civilian casualties  we are also disturbed by arbitrary arrests in  russia of demonstrators protesting against war   
542762,tucker carlson is being used in  russia s propaganda of its war against  ukraine  not a day goes by without  tuckyorose on russian state tv  
546565,   newzealand govt missed vital context about the  ukraineinvasion ukraine was processing plutonium  at chernobyl when zelensky threatened ukraine was going to use nuclear weapons  
548820,reality of america      wwiii  stopwar 
550510, ukraine ukrainian civilian clashed alone with the entire russian tank army  hats off to the guy   russiaukrainewarday   russianinvasion  ukraine   russiaukrainewar   ukraineunderattack 
552161,ukrainians fleeing with their pets  they don t leave them behind    we can t imagine the pain and heartbreak picking up your pets and leaving your home    the royal family is praying for peace between ukraine and russia and all over the world    stop the war  ukraine  russia   
554038,im very happy that sweden finally have decided to send help to ukraine  we need more though  we need other countries to enter  ukraine and attack the russians  its exactly as i said in this only tv interview i ve given from    from       
557278, ukrainian allies  you can evacuate from  ukraine with animals through  poland  hungary  romania  slovakia borders  even without documents   facebook group below has a list of available accommodation  amp  contacts that will assist you  amp  pets   ukrainerussia  helpukraine  ukrainewar 
561910, nyet means nyet  russia s  nato enlargement redlines     ukraine cable from   written by  cia director william j  burns  then us ambassador to moscow  
571409, eng  ukranian woman confronts russian soldier  ukraine  ukraineinvasion 
573584,so far  the  horrible human catastrophe  in  ukraine killed less civilians than a single airstrike from the  usa enabled  saudi democratic forces in  yemen
582918,who agrees with me  come on  kyle  property is being destroyed   ukrainerussia  russia  ukraine  ukraineinvasion 
595096, breaking  nato leaders currently holding a virtual meeting are expected to approve the deployment of some units of the nato response force  nrf   the first time in history   via 
606781,more than   russian scientists and scientific journalists have signed an open letter against the  war in  ukraine    for me  it is of particular significance  because i am one of the signatories    please retweet and tell everyone we don t support war   
608980,this is klitschko  a wealthy man and politician who puts his status aside and goes to war side by side with his people   in a world where politicians wage war from afar and often profit off destruction  his actions speak volumes and set an example of true leadership   ukraine 
612379,westerners  think that when they go to russia  they are talking to people whose minds can be changed by argument or debate  they think the russian elite cares about things like its  reputation   it does not    ukraine
613182,on the night  russia invaded  ukraine    
621231,russian embassy s gate in dublin has been painted with blood red  and very rightly so    ukraine  ukrainian  kiev  russiaukraine  bidenisafailure   kyiv  wwiii 
621501,ukrainians are not backing down  this is the mayor of kyiv  vitali klitschko   russiaukrainewar 
626115,breaking   ukrainian president zelensky tells the eu leaders  this is last time you would see me alive  in a video conference   ukraine  russia  kyiv 
628150,the scottish just get it   ukraine    
629927,cut  russia off from  swift now
633268,there are reports the  russian shelling hit a radioactive deposit in  chernobyl  i cannot confirm this  but i will do my best to find out ever way   ukraineinvasion
634081,poli tricks  scared  leaders   false promises  stupid games  sanctions that came too late  all costing innocent peoples lives      ukraineinvasion  ukrainerussia 
634317,the  ukraine flag  blue sky above yellow field of wheat  
639692,spread love not war         russia  ukraine  love 
641258,an open letter from  putin to  biden   ukraine  war  ukraineinvasion  ukrainerussiacrisis  mad is dead  long live salami  
643012,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
643132,   breaking georgia   tbilisi  thousands are out for ukraine and protesting russia     russia  ukraine 
646189,the streets of  kyiv now are almost completely deserted  usually such an energetic  vibrant city  this is what  russia s war has done here  
646875,kyiv sky was a firework the last couple of hours  missiles  planes  whatever  people shaken to the bone by tremors  explosions and tragic prospects   ukraine stands united and you can stand with ukraine
646970, it s time to stop broadcasting the propaganda on rn news   ukraine
647179,last attempt at  followbackfriday  if you are pro eu  anti tory  disgusted with the uk govt and concerned about its ability to respond to the  ukrainerussia crisis due to being knee deep in oligarch donors give us a follow and il follow back  
647972,we shouldn t be surprised by xi s support for russia s attack on  ukraine  the prc set up their own parallel order via bri  amp  only comply with the international system as it suits  weakening the international order advantages the ccp  mao said it in                
649340,oh my god   the zaporizhya region governor office reports that tank columns of the enemy are approaching the city of zaporizhya   my grandma is still there she refused to leave   ukraine  russia  putin 
649792, as a philosopher said the west has been characterised by  luxury beliefs   those with harder lives cling to tradition and are practical more than ideological  we are witnessing the consequences of the clash between  luxury beliefs  and  old world  realpolitik   ukraine
649833,i hope  the ghost of kyiv  is real  he d be the real goat    ghostofkyiv  ukraine  mig 
650323,   ukraine  president zelensky released a video from kiev to prove that he did not leave the country      zelensky   we are in kiev  we are all here  we protect our state and independence   
654502,foreign affairs council  fac will approve harshest sanctions ever against  russia   for an invasion of  ukraine and an indiscriminate attack on the ukrainian people   we will continue global diplomatic outreach to condemn russia and to push back on advancing  law of the jungle   
655188,the sanction nobody is talking about  russian users who attempted to visit pornhub were quite literally cockblocked by a message that told them that the content has been stopped along with a ukranian flag and message of ukranian support   ukraine  ukrainerussia  ukraineinvasion 
656434, russia deserved these sanctions  but we should not forget about the dictator who seized power in  belarus  lukashenko fully supports putin s military aggression against ukraine  russian missiles are launched from the territory of belarus towards ukraine  he must be punished too  
657210,same woman miraculously suruvuvrd a gas explosion in    sh t luck   russiaukrainewar 
657228,later today  norway will vote in favor of a draft  unsc resolution demanding an end to  russia s invasion of  ukraine  we reiterate full solidarity with ukraine  amp  its people in the face of foreign aggression  follow the meeting live     standwithukraine    
657898,  the defenders of  ukraine do not lose their fighting spirit and are in a great mood    
659031,an   year old showed up to join the ukrainian army  carrying with him a small case with   t shirts  a pair of extra pants  a toothbrush and a few sandwiches for lunch  he said he was doing it for his grandkids       ukraine  war  russia 
659945,amazing pictures and show of solidarity from tbilisi  thank you georgia     ukraine 
660812,tensions high as  tries to enter residence  during  ukraine  ukrainerussia  ukraineinvasion protest 
662402, update  i am unsure of the timing of this video  but it shows russian icbms specifically topol missiles being moved in  moscow  it s being posted widely  unknown if recent or related to  ukraine   russia    
666681,i learn to use  kalashnikov and prepare to bear arms  it sounds surreal as just a few days ago it would never come to my mind  our  women will protect our soil the same way as our  men  go  ukraine     
667530,the  anonymous collective has leaked the database of the russian ministry of defense website   ukraine
668563,new zealand continues to condemn russia s invasion of  ukraine  and has co sponsored the draft  unsc resolution being tabled this afternoon  we call on all member states to reaffirm the  charter  and co sponsor this resolution from   amp   to  standwithukraine    
669122,just in   german defense minister lambrecht fears  putin is no longer afraid of attacking nato partners   lambrecht   he is not predictable at all right now  
669791,iryna tsvila  a  ukrainian war veteran has died today defending our  kyiv     rest in peace  brave woman      ukraine  ukrainerussia  ukraineunderattack  putinisawarcriminal  putin  standwithukriane 
672128,   type  destroyer  departs  heading for the eastern mediterranean        shinebright   wearenato  nato  standwithukraine  royalnavy  hmsdiamond  type  
672798,update   ukraine informs iaea that country s nuclear power reactors continue to operate safely and securely  iaea assesses  chornobyl radiation readings don t pose danger to public   
673776,gates of  russia n embassy in  dublin   ireland  very appropriate visualisation 
678279,hallelujah   leonard cohen s song with new lyrics for ukraine     via   ukraine  ukrainerussia  ukraineinvasion  ukrainewar
679569,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
680087,world is going to change in coming years   photo credit telegraph  ukraine  russianinvasion  warinukraine  eu 
681491,if you would like to directly donate to the grassroots based organisations in  ukraine  i am sharing a small list of queer and young feminist orgs i worked with at different moments  and wholeheartedly suggest you to support them at this time of absolute crisis  
682052,sanctions imposed on  russia by the us so far are putting an  enormous squeeze on the russian financial system and economy   according to 
683251,this guy has won many hearts     how many retweets for his courage    zelensky  putin  ukraine  russia 
683253,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
686274,in tbilisi tonight  ukraine 
686412,polish and slovak borders are open for ukrainians fleeing the war  please share   ukraine   websites       
686590,we will posting all the events taking place in  ukraine  the  world must know the truth   stoprussia  stopwar
687305,the sanction nobody is talking about  russian users who attempted to visit pornhub were quite literally cockblocked by a message that told them that the content has been stopped along with a ukranian flag and message of ukranian support   ukraine  ukrainerussia  ukraineinvasion 
687487,like for the  ukraine police who still protecting there cities  
688306,happening now  we can t loose the capital  kyiv  tonight will be more difficult than daytime  all prayers should be with our armed forces  the night will be difficult  very difficult  but daytime will come    translated from ukrainian  president zelensky   ukraine  ukrainerussia 
688364,has there been a dictatorial regime not supported by the chinese communist party    ccp  xijinping  xitler  ukraine  ukrainerussia
688505,eiffel tower in paris france  shows supports to ukraine        france  paris  russia  ukraine 
688592,we have approved sanctions against russia  they will hit its energy  infrastructure and technology sectors hard  we have added putin and lavrov on the sanctions list   fac  ukraine
689898, stopwar  stoprussia   save  ukraine 
691073, breaking  ukraine president  zelensky says  russia army will  storm   kyiv tonight  calls residents to defend the city
693541,please follow  amp  listen to  voices from  ukraine  right now  this is a good time to give you all a list                 
694879,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
695618,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
698523,   breaking  eu sanctions against    president  putin     foreign minister  lavrov  amp  other    officials now in force  the relevant legal act was just published in    official journal   the eu responds with these sanctions to  russia s invasion of  ukraine   
698721,breaking   china abstains on unsc resolution condemning  russia s war against   ukraine  it didn t veto    russia vetoed 
698904,world  leaders   where are they  so disappointed and saddened with the complete lack of immediate and effective action  we are just letting this happen  shame on us   ukraine  helpukraine   
699055,deep respect to president  and the brave people of  ukraine   the spirit of a free and democratic  ukraine is strong  
700055,both  putin  amp   xijinping see us as a chaotic hegemon  both were profoundly shaken by ussr s collapse  both wiped out dissent and removed presidnt term limits  both are striving to recover territory they see as having been lost to the west   ukraine  taiwan 
701487,we shouldn t be surprised by xi s support for russia s attack on  ukraine  the prc set up their own parallel order via bri  amp  only comply with the international system as it suits  weakening the international order advantages the ccp  mao said it in                
701607, breaking   confirms  russian military commits indiscriminate attacks during invasion of  ukraine  research verifies violations in int  humanitarian law  russian attacks could constitute war crimes  russian claims to use precision guided weapons are patently false 
703360,will  russia s invasion of  ukraine trigger a global cyberwar  
704146,my thoughts also go to the friendly scientists at the  ukraine base  vernadskystation on galindez island   antarctica  so hopelessly far away from their family and friends during these times of russian aggression  i visited their base many times  always found a warm welcome there 
705324,people from around the world are signing this open letter against the war  add your voice  and stand with the people of  ukraine   nowar  standwithukraine   
706818,ukrainian man punching russian invaders vehicles with his bare fists in ukraine    russia  ukraine  standwithukriane 
707163,   breaking a group of russian soldiers were taken prisoner in the clashes around zhytomir     russia  ukraine 
707210,elderly gentleman in kyiv  so considerate of others that he wears a mask in his car  driven over deliberately by a russian tank   we know about the mask because other civilians ran over to rescue him  incredibly  he survived    ukraine  ukraineinvasion 
707479,recognizing the generosity of canadians and their desire to assist those affected by the crisis in  ukraine  canada will match donations made to  between february   and march     read our announcement  
707877,  he has lied  he has deceived  he has fabricated   putin this time buy these words could apply to the war criminal tony blair john howard and george w bush over the illegal iraq war  ukraine  
708394,ukrainians ask  nato to bring their forces to  ukraine    at least to close the sky  to give shelter from the sky    
709968,this is saint petersburg   russia  at least   people have been arrested today at anti war protests that have taken place in   russian cities  the ovd info protest monitor said  
710569, ahh it s only apartheid israel occupying and slaughtering the palestinian people  that s ok then  if people are so outraged by what  russia is doing to  ukraine  check out what apartheid israel is doing to the palestinian people  you ll be sick   free palestine         
711425,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
711496,spot the difference       ukraine  russia  nato  iraq 
713985, russia  ukraine       neo  nazi group  centuria  amp    pavlograd self defence unit  released new photos of volunteers   the unit seems to be armed with common ak   rifles  early  amp  mid late variants   but also at least one gp   pattern underbarrel grenade launcher can be seen  
714147,            stopputin  ukraine  stopwar new zealand supports ukraine 
714544,very sad for the people of  ukraine  they were left on their own    however  the us has a long history of blocking unsc resolutions  over the past five decades  the us has vetoed at least   un security council resolutions critical of israel  long term  karma  palestine 
715867,the central question   are europeans willing to face some rationing of gas to bring the russian economy to its knees in weeks   we didn t loosen our addiction their gas when we should have  a small price now to help save  ukraine   
715991, breaking    russian tank targets and crushes a  ukraine civilian s car in an attempt to kill the elderly woman driver     downwithputinimperialism  supportukraine  putinwarcrimes         
717198,tensions high as  tries to enter residence  during  ukraine  ukrainerussia  ukraineinvasion protest 
722090,men leaving to fight     men staying to fight             ukrainerussia  ukraine  russia 
722314,this amazing ukrainian soldier blows himself up to destroy a bridge to prevent russian tanks from advancing  he is just one of the heroes who should be recognized     ukraine  ukrainerussia  russiaukrainewar  ukraineunderattack 
722634, the fact that his body has been in the same spot for   hours  is sad and just illustrates how little putin cares for his own people    ukraine  russia  putin  kiev  kyiv 
722721,reports coming out of ukraine of a soldier being nicknamed as the  ukrainian reaper  who has killed over   russian soldiers on his own   ukraine  russia  putin  nato  kyiv  
722891,remember that guy  during iraq war   wars are not solution   wwiii  russiaukraineconflict  ukraine  putin  worldwar  
723770,another  warcrime by  putin   ukraine         melitopol   russians shelling the hospital  one impact hits the oncology at     pm   
724745,the thing about a  noflyzone is that you have to actually enforce it  there is no appetite for that  desert shield no fly zone in   was against an obsolete poorly trained airforce with limited surface to air defenses  russia brings advanced aircraft and deadly sams 
724788,apparently  thousands of romanians have been waiting in their personal vehicles to pick up  refugees at one of the ne borders with  ukraine   i m not often elated at news from back home  but this makes my heart swell   standwithukriane  standwithrefugees 
724929, breaking   confirms  russian military commits indiscriminate attacks during invasion of  ukraine  research verifies violations in int  humanitarian law  russian attacks could constitute war crimes  russian claims to use precision guided weapons are patently false 
727075,a baby was born two hours ago in the  kiev metro    ukraine  russia  putin  nato 
727953,so  vladimir  putin calls for a de nazification of  ukraine  that s idiotic  no  what the world needs is a de putification of russia 
728326,aotearoa new zealand is deeply disappointed by russia s use of the veto to prevent the  security council taking action on russia s invasion of ukraine   unsc  standwithukraine    
729011,this man in ukraine has a message for vladimir putin      ukraine  russia 
729280,a russian man defiantly showing his support for ukraine      ukraine  russia 
730209,ukraine has reportedly destroyed a bridge connecting odesa and mykolaiv to stop the russians   russia  ukraine  odessa 
735854, ukraine s air defense downs a russian transporter carrying paratroopers near kyiv     a russian ilyushin il   plane was shot down close to the city of vasylkiv south of kyiv   according to ukraine s top general valeriy zaluzhniy    via   russia  ukraine  kyiv
736188,shocking  pat buchanan predicts nato expansion to cause russia ukraine us war in     putin  biden  war  nato  ukriane   full vid   
736215,a russian man defiantly showing his support for ukraine      ukraine  russia  kyiv  kiev  freeukraine 
736679,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
739662,   the fate of  ukraine is being decided tonight  but also the fate of the west  declare a  noflyzone over ukraine at the invitation of their sovereign govt  disrupt russias air ops to give the heroic ukrainians a fair fight   it s now  or later 
743342, the fact that his body has been in the same spot for   hours  is sad and just illustrates how little putin cares for his own people    ukraine  russia  putin  kiev  kyiv 
743686,ukrainians are not backing down  this is the mayor of kyiv  vitali klitschko   russiaukrainewar 
745925,there has been confirmation that the  italian animal rescuer in  ukraine  andrea cisternino remains and is standing by his   rescue animals  he says he will rather die than abandon his animals  please keep andrea and his rescue in your prayers   ukrainian  ukraine  rescuedogs 
746625,heavy fighting going on in capital  kyiv right now  explosions  amp  machine gun can be heard  
747995,and here in aotearoanz too protests are nationwide   stand in solidarity with  the people of  ukraine  call out  russia s indiscriminate attacks on civilians and so many other breaches of international humanitarian law   
748561,so who is the early leader for dictator of the year   jokingly sarcastic  rt for wider opinion    putin  trudeautyranny  bidenisadisgrace  resignjacinda  russiaukraineconflict  ukraineinvasion  covid   pfizergate  bitcoin  trumprussia
749528, anonymous message for  putin we stand by  ukraine 
749935,breaking  another il   enemy was shot down    verified informations    ukrainerussiaconflict  ukraine  russia 
750441, when you attack us  you will see our faces  not our backs    ukraine president      i salute your courage to face the giants enemy rather being testing rats  poland  banrussiafromswift  kyiv putin nato 
750581, anonymous message for  putin we stand by  ukraine 
752719,            stopputin  ukraine  stopwar new zealand supports ukraine 
753018,as  russia s savage war goes on   china is waging a campaign of cognitive warfare against  taiwan seeking to sow doubt over the  us  amp   eu   amp  sap our will to defend  but taiwan stays vigilant  amp  knows who to side with  we condemn  amp  sanction the aggressor   amp   standwithukraine    jw
753268,honestly  the fact ukraine as a small country is standing up to russia makes me think we should step in more  ukrainians have shown true patriotism more than all rest of the shithole we call europe  i hope they survive   istandwithukraine  ukraineunderattack  fuckputin 
754920,someone brought their rabbit to the bomb shelter  ukraine 
757006,one of kyiv s bomb shelters    it rips my heart   kyiv  ukraine 
757141,breaking  kyiv is under attack right now from multiple directions   fox news    kyiv  ukraine  russia
757515,unlike russian troops near the border with belarus russia  russian forces that have been dropped deep into ukrainian territory   eg   kyiv   have nowhere to retreat to  putin has literally gambled with their lives  amp  their fate may be decided today 
757681,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
759845,   the kyiv skyline just now   russia  ukraine  ukraineunderattack  europe  nato  eu  us     
760985,more than   russian scientists and scientific journalists have signed an open letter against the  war in  ukraine    for me  it is of particular significance  because i am one of the signatories    please retweet and tell everyone we don t support war   
761190,haunted by zelensky saying  they are coming after kindergartners   there are three toddlers in our family and the thought of them in a war zone is gutting    ukraine   russiaukraineconflict
761503,   all is silent from kyiv city center    it s eerie   russia  ukraine  ukrainewar  europe  eu  nato  us    
763480,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
764678,   the fate of  ukraine is being decided tonight  but also the fate of the west  declare a  noflyzone over ukraine at the invitation of their sovereign govt  disrupt russias air ops to give the heroic ukrainians a fair fight   it s now  or later 
766072,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
766092, poland showing incredible compassion for the people of  ukraine  amp  their furry family members    a glimmer of light in the darkness that s engulfed the world    like most people my constant thoughts are with them all    legged    legged  amp  winged     istandwithukraine   
766362, putin s attack on  ukraine echoes adolf hitler s annexation of german speaking regions of czechoslovakia just before world war ii   russia  putridputin  
766674,putin s place in history has been secured  he will always be remembered as a war mongering  megalomaniac and a first class bully  he will be remembered for nothing else   ukraineunderattack  russiaukrainewar  putinisawarcriminal
768189, ukrainerussia  ukraina  ukraineunderattack   appeal to the russian     aggressors  surrender while we are still ready to take you prisoner  
768864,the washington post   according to us and ukrainian officials  the us government is ready to help ukrainian president volodymyr zelensky leave kyiv to avoid capture or assassination by advancing russian troops   but so far the president has refused to leave     usa  ukraine
770895,it s now     in brussels and  h  in kyiv   ukraine s capital it s being strangle by thousands of russian military under orders of a mad man and his cronies    we failed all ukrainians    standwithukriane    
771071,a real president fights for their country not hide like a pussy   ukraine  putinisawarcriminal 
776442,video   a russian tank is crushing an ukrainian civilian car   ukraine  russia  kyiv  ukrainerussia  nato  worldwar   wwiii  worldwariii  putin  weltkrieg 
782415,i learn to use  kalashnikov and prepare to bear arms  it sounds surreal as just a few days ago it would never come to my mind  our  women will protect our soil the same way as our  men  go  ukraine     
782714, when you attack us   you will see our faces   not our backs      ukraine president     
783700,in tbilisi tonight  ukraine 
785512,   right now in kyiv  ukraine        war  ukraine  russia  kyiv  ukraineunderattack  ukrainerussia  worldwariii  wwiii 
785941,pres  volodymyr zelensky drinks coffee in his military base defending the capital  kiev against russians  no president has ever done this       ukraine  russia  kiyv  ukrainerussia  ukraineunderattack  ukrainewar 
786414,an   year old showed up to join the ukrainian army  carrying with him a small case with   t shirts  a pair of extra pants  a toothbrush and a few sandwiches for lunch  he said he was doing it for his grandkids       ukraine  russia  putin  nato  kyiv 
787823,on snake island   ukrainian soldiers died holding off a russian warship after they told it offer the pa system to  go fuck yourself     ukraine  russia  brave 
787843,if you say you believe in freedom  liberty and democracy  you will join the world and condemn  putin  call on your leaders to give the toughest set of sanctions the world has ever seen so we can  defeatputin  
788416,the ukrainian people should be proud of this president  putin  ukrainerussia  ukraine    
790602,i learn to use  kalashnikov and prepare to bear arms  it sounds surreal as just a few days ago it would never come to my mind  our  women will protect our soil the same way as our  men  go  ukraine     
792093, streamers needed   we are working with  to help find them streamers to run charity streams   has boots on the ground in  ukraine to help bring food  water  shelter  financial aid  and more to ukrainian refugees   reply or dm if interested  rt s appreciated  
792898,kyiv right now   russia  ukraine  kyiv 
793178,hey nato countries  this isn t a fucking football game  unless you re willing to step up and support ukraine  the yellow and blue light theatrics is really  really embarrassing for all of you  ukraine  nato
794064,one of kyiv s outskirts waiting for invaders  all of a sudden  someone plays ukrainian anthem on a trumpet  and from everywhere   glory to ukraine    standwithukriane  ukrainian  ukraine 
794417,people from around the world are signing this open letter against the war  add your voice  and stand with the people of  ukraine   nowar  standwithukraine  
796940,thousands of protests are going on for maintaining the peaceful environment in the whole world    stopputin    russia  ukraine  biden  putin 
797562,shelling kharkov with rockets    ukraine     putin    
802909,president zelensky has reportedly declined offers from the us to evacuate him      russia  ukraine 
803039,apparently  thousands of romanians have been waiting in their personal vehicles to pick up  refugees at one of the ne borders with  ukraine   i m not often elated at news from back home  but this makes my heart swell   standwithukriane  standwithrefugees 
803573,all the best  and  ukraine we all love you       
804196,anti aircraft fire targeting a jet high above  rockets were fired and impacted in the distance    russia  ukraine  rockets  antiaircraft  missile 
805396,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
806749,neither  russia nor  ukraine have joined the international treaty banning cluster munitions despite repeated calls to do so  now russian forces flout that norm in a callous attack on a hospital  killing   civilians  amp  injuring       
807399,  is the tech that  assange told google s eric schmidt would one day survive oppression and drive revolutions   is open source and has been in development for a decade  ukraine     
812295,russian ambassador stopped by angry protesters as he attempts to enter the embassy in ireland   ukraine  ukrainerussia  ukraineunderattack 
812444,salute    reports coming out of ukraine of a soldier being nicknamed as the  ukrainian reaper  who has killed over   russian soldiers on his own           ukraine  russiaukrainewar  ukraineunderattack  worldwar    ukraine 
813917,    the fight is here  i need ammunition  not a ride    zelensky s epic riposte to american offers to get him out of  ukraine
814313,example of bravery     ukraine      ukraine  russia    russiaukrainewar 
814496,statement from ukraine       no city in ukraine was captured tonight  the sabotage in kiev is repelled by the heroic ukrainian soldiers    ukraine  russia  putin  nato  kyiv 
814923,update from kyiv  ukraine      kyiv now  total silence  no russians here in the centre    kyiv  ukraine  russia  kyivukraine 
815835,an   year old showed up to join the ukrainian army  carrying with him a small case with   t shirts  a pair of extra pants  a toothbrush and a few sandwiches for lunch  he said he was doing it for his grandkids       ukraine  war  russia 
816219,this photo brought tears to my eyes  two young ukrainian children sending off soldiers to fight the russians  the kids holding hands  the girl holds a stuffed animal  the boy  her brother   salutes  look what he has on his back  this picture speaks a thousand words   ukraine 
817250,i learn to use  kalashnikov and prepare to bear arms  it sounds surreal as just a few days ago it would never come to my mind  our  women will protect our soil the same way as our  men  go  ukraine     
817768,   as of this morning  more than     thousand  russian invaders have been killer and almost   have been taken as prisoners of war declares the adviser to the head of the office of the president of  ukraine  podolyak 
818949,  here is a real leader all the people of the world we are proud of you  zelenskiy  ukraine       
819035, like for the president retweet for ukraine    russiaukraineconflict  putin  ukraine  russia 
819601, when you attack us   you will see our faces   not our backs      ukraine president  
819642,please retweet and share    ukraineinvasion   retweet 
820724,the  anonymous collective has leaked the database of the russian ministry of defense website   ukraine
